timestamp	count_txn
2019-06-30        9
2019-07-31     2528
2019-08-31      286
2019-09-30       10
2019-10-31       21
2019-11-30       21
2019-12-31        6
2020-01-31      415
2020-02-29      410
2020-03-31       71
2020-04-30        6
2020-05-31    27577
2020-06-30    14938
2020-07-31    22627
2020-08-31    26689
2020-09-30    32302
2020-10-31    35124
2020-11-30    36160
2020-12-31    39572
2021-01-31    52396
2021-02-28    77574
2021-03-31    45876
