timestamp	count_txn
2019-07-31         8
2019-08-31        42
2019-09-30        23
2019-10-31        80
2019-11-30     78981
2019-12-31    181285
2020-01-31    326900
2020-02-29    519332
2020-03-31    540315
2020-04-30    359406
2020-05-31    290871
2020-06-30    348622
2020-07-31    600036
2020-08-31    596096
2020-09-30    676072
2020-10-31    496877
2020-11-30    570547
2020-12-31    821585
2021-01-31    927613
2021-02-28    581318
2021-03-31    164087
